Entity,Code,Day,average_deaths_2015_2019_all_ages,deaths_2020_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2021_all_ages
Chile,CHL,2020-05-17,2038.75,2436,,1953,2025,2024,2153,
Chile,CHL,2020-05-24,2178.5,2932,,2044,2210,2088,2372,
Chile,CHL,2020-05-31,2209.5,3393,,2021,2334,2123,2360,
Chile,CHL,2020-06-07,2311.75,3898,,2175,2376,2368,2328,
Chile,CHL,2020-06-14,2416.25,3982,,2161,2640,2431,2433,
Chile,CHL,2020-06-21,2427.25,3732,,2339,2639,2247,2484,
Chile,CHL,2020-06-28,2443,3519,,2375,2525,2359,2513,
Chile,CHL,2020-07-05,2390.75,3070,,2381,2387,2334,2461,
Chile,CHL,2020-07-12,2361.5,2966,,2483,2308,2276,2379,
Chile,CHL,2020-07-19,2425.75,2814,,2526,2419,2334,2424,
Chile,CHL,2020-07-26,2371,2698,,2301,2339,2496,2348,
Chile,CHL,2020-08-02,2345,2653,,2232,2289,2514,2345,
Chile,CHL,2020-08-09,2278.25,2516,,2201,2197,2448,2267,
Chile,CHL,2020-08-16,2246.5,2431,,2203,2175,2306,2302,
Chile,CHL,2020-08-23,2224.25,2595,,2144,2121,2388,2244,
Chile,CHL,2020-08-30,2155.75,2479,,2115,2146,2178,2184,
Chile,CHL,2020-09-06,2213.25,2393,,2328,2106,2238,2181,
Chile,CHL,2020-09-13,2154.75,2404,,2086,2181,2140,2212,
Chile,CHL,2020-09-20,2215.5,2401,,2156,2258,2217,2231,
Chile,CHL,2020-09-27,2124.25,2363,,2072,2102,2046,2277,
Chile,CHL,2020-10-04,2069.75,2339,,1968,2088,2058,2165,
Chile,CHL,2020-10-11,2007,2396,,1926,1987,1986,2129,
Chile,CHL,2020-10-18,1981.75,2307,,1891,1965,2002,2069,
Chile,CHL,2020-10-25,1959,2302,,1906,1871,2030,2029,
Chile,CHL,2020-11-01,1942.75,2267,,1954,1836,1940,2041,
Chile,CHL,2020-11-08,1946.75,2239,,1810,1977,1960,2040,
Chile,CHL,2020-11-15,1898,2120,,1808,1826,1945,2013,
Chile,CHL,2020-11-22,1942.75,2184,,1838,1936,1992,2005,
Chile,CHL,2020-11-29,1896.5,2202,,1829,1852,1924,1981,
Chile,CHL,2020-12-06,1850.25,2174,,1809,1862,1852,1878,
Chile,CHL,2020-12-13,1889.5,2186,,1863,1895,1910,1890,
Chile,CHL,2020-12-20,1878.25,2154,,1827,1804,1941,1941,
Chile,CHL,2020-12-27,1782.5,2288,,1642,1707,1887,1894,
Chile,CHL,2021-01-03,1782.5,2235,,,,,,
Colombia,COL,2020-01-05,4808.8,5081,4746,4474,4755,4721,5348,7722
Colombia,COL,2020-01-12,4591.4,5029,4588,4435,4756,4465,4713,8175
Colombia,COL,2020-01-19,4604.4,4927,4525,4389,4635,4631,4842,
Colombia,COL,2020-01-26,4471.4,4800,4280,4253,4574,4644,4606,
Colombia,COL,2020-02-02,4361.4,4593,4185,4183,4392,4485,4562,
Colombia,COL,2020-02-09,4301.8,4695,4090,4113,4402,4407,4497,
Colombia,COL,2020-02-16,4249.6,4685,4070,4131,4231,4332,4484,
Colombia,COL,2020-02-23,4230.2,4672,4104,4100,4199,4254,4494,
Colombia,COL,2020-03-01,4270.4,4500,4137,4190,4173,4378,4474,
Colombia,COL,2020-03-08,4303.2,4514,4109,4218,4244,4505,4440,
Colombia,COL,2020-03-15,4347.8,4430,4265,4228,4156,4597,4493,
Colombia,COL,2020-03-22,4296.8,4474,4071,4275,4165,4453,4520,
Colombia,COL,2020-03-29,4316.4,4323,4192,4092,4539,4248,4511,
Colombia,COL,2020-04-05,4278,4167,4067,4112,4355,4382,4474,
Colombia,COL,2020-04-12,4255,4230,4059,4153,4183,4332,4548,
Colombia,COL,2020-04-19,4262.8,4321,4063,4211,4271,4349,4420,
Colombia,COL,2020-04-26,4263,4308,4042,4110,4302,4409,4452,
Colombia,COL,2020-05-03,4331.2,4246,4186,4175,4080,4538,4677,
Colombia,COL,2020-05-10,4368.2,4432,4241,4320,4196,4460,4624,
Colombia,COL,2020-05-17,4518.8,4554,4277,4632,4516,4721,4448,
Colombia,COL,2020-05-24,4478.2,4660,4165,4532,4370,4654,4670,
Colombia,COL,2020-05-31,4485,4704,4024,4582,4500,4749,4570,
Colombia,COL,2020-06-07,4542.6,5106,4102,4561,4342,4848,4860,
Colombia,COL,2020-06-14,4514.8,5298,4142,4537,4339,4803,4753,
Colombia,COL,2020-06-21,4554.6,5732,4284,4503,4171,4851,4964,
Colombia,COL,2020-06-28,4592,6082,4343,4530,4412,4868,4807,
Colombia,COL,2020-07-05,4567,6166,4369,4349,4418,4845,4854,
Colombia,COL,2020-07-12,4543.6,6687,4334,4315,4400,4782,4887,
Colombia,COL,2020-07-19,4444.8,7225,4139,4088,4339,4740,4918,
Colombia,COL,2020-07-26,4322.2,7623,3970,4188,4263,4518,4672,
Colombia,COL,2020-08-02,4363.8,8001,4069,4175,4390,4459,4726,
Colombia,COL,2020-08-09,4442.8,7800,4296,4291,4278,4607,4742,
Colombia,COL,2020-08-16,4399.2,7554,4101,4176,4389,4637,4693,
Colombia,COL,2020-08-23,4336,7074,4000,4036,4234,4498,4912,
Colombia,COL,2020-08-30,4352.6,6712,4083,4123,4253,4462,4842,
Colombia,COL,2020-09-06,4348.4,6501,4233,4084,4256,4452,4717,
Colombia,COL,2020-09-13,4310.6,6326,4135,4021,4373,4415,4609,
Colombia,COL,2020-09-20,4372.2,6167,4203,4186,4387,4437,4648,
Colombia,COL,2020-09-27,4257.6,6106,4217,4025,4290,4324,4432,
Colombia,COL,2020-10-04,4307.2,5943,4232,4066,4317,4293,4628,
Colombia,COL,2020-10-11,4335,6117,4162,4171,4402,4363,4577,
Colombia,COL,2020-10-18,4321.4,6140,4045,4146,4454,4345,4617,
Colombia,COL,2020-10-25,4239.4,6232,4027,4073,4177,4287,4633,
Colombia,COL,2020-11-01,4357.2,6019,4238,4039,4310,4421,4778,
Colombia,COL,2020-11-08,4379.8,6178,4174,4173,4440,4366,4746,
Colombia,COL,2020-11-15,4391.4,6046,4363,4139,4239,4519,4697,
Colombia,COL,2020-11-22,4422,6176,4303,4263,4306,4448,4790,
Colombia,COL,2020-11-29,4471.6,6174,4289,4269,4409,4636,4755,
Colombia,COL,2020-12-06,4591.4,6130,4368,4455,4575,4756,4803,
Colombia,COL,2020-12-13,4597.2,6537,4324,4590,4491,4763,4818,
Colombia,COL,2020-12-20,4619.6,6575,4301,4586,4562,4787,4862,
Colombia,COL,2020-12-27,4794.2,7070,4553,4804,4589,4984,5041,
Colombia,COL,2021-01-03,4794.2,7638,,,,,,
Costa Rica,CRI,2020-01-31,2022.2,2160,1926,1977,2147,1973,2088,
Costa Rica,CRI,2020-02-29,1686,1914,1544,1720,1639,1773,1754,
Costa Rica,CRI,2020-03-31,1874.2,2003,1764,1818,1886,1956,1947,
Costa Rica,CRI,2020-04-30,1834,1881,1670,1813,1827,1870,1990,
Costa Rica,CRI,2020-05-31,1906.8,1862,1711,1851,1869,2061,2042,
Costa Rica,CRI,2020-06-30,1911.8,1857,1680,1773,1818,2013,2275,
Costa Rica,CRI,2020-07-31,1899.4,2059,1694,1882,1961,1936,2024,
Costa Rica,CRI,2020-08-31,1922.2,2273,1760,1866,1965,2017,2003,
Costa Rica,CRI,2020-09-30,1873.6,2536,1660,1702,1980,2027,1999,
Costa Rica,CRI,2020-10-31,1952.6,2467,1762,1921,2042,1971,2067,
Costa Rica,CRI,2020-11-30,1949.8,2300,1791,2021,2037,1933,1967,
Costa Rica,CRI,2020-12-31,2150.6,2897,2077,2259,2080,2256,2081,
Croatia,HRV,2020-01-05,1207.8,1012,1177,1115,1465,1128,1154,1334
Croatia,HRV,2020-01-12,1258.4,1057,1254,1032,1621,1165,1220,1352
Croatia,HRV,2020-01-19,1253.2,1015,1276,1074,1475,1203,1238,1300
Croatia,HRV,2020-01-26,1234,1133,1231,1114,1369,1137,1319,1239
Croatia,HRV,2020-02-02,1195,1094,1215,1024,1304,1146,1286,1192
Croatia,HRV,2020-02-09,1160.2,1060,1287,1063,1164,1154,1133,1145
Croatia,HRV,2020-02-16,1139.2,1090,1306,989,1118,1157,1126,1089
Croatia,HRV,2020-02-23,1116,1045,1301,980,1072,1134,1093,1036
Croatia,HRV,2020-03-01,1117.2,1023,1239,987,1104,1225,1031,
Croatia,HRV,2020-03-08,1128.2,1057,1215,1047,983,1266,1130,
Croatia,HRV,2020-03-15,1092,1082,1208,1034,1035,1165,1018,
Croatia,HRV,2020-03-22,1064,1096,1232,1008,1038,1072,970,
Croatia,HRV,2020-03-29,1037.6,1121,1085,1086,969,1061,987,
Croatia,HRV,2020-04-05,1046.4,1012,1137,1003,995,1065,1032,
Croatia,HRV,2020-04-12,995.8,999,1078,966,970,1007,958,
Croatia,HRV,2020-04-19,962.8,976,1026,931,996,947,914,
Croatia,HRV,2020-04-26,1013.4,867,1041,940,1025,1028,1033,
Croatia,HRV,2020-05-03,969.6,909,1019,1005,999,878,947,
Croatia,HRV,2020-05-10,948.2,877,1011,912,925,935,958,
Croatia,HRV,2020-05-17,941.2,909,926,987,931,919,943,
Croatia,HRV,2020-05-24,945.2,903,947,1003,894,930,952,
Croatia,HRV,2020-05-31,929,848,855,963,984,950,893,
Croatia,HRV,2020-06-07,949.6,972,998,903,906,917,1024,
Croatia,HRV,2020-06-14,940.8,979,1000,906,857,901,1040,
Croatia,HRV,2020-06-21,921.6,889,875,975,1004,845,909,
Croatia,HRV,2020-06-28,912.6,927,880,906,933,884,960,
Croatia,HRV,2020-07-05,951.6,969,996,874,973,985,930,
Croatia,HRV,2020-07-12,949.4,919,1010,910,1010,947,870,
Croatia,HRV,2020-07-19,955.2,886,1049,904,979,911,933,
Croatia,HRV,2020-07-26,987.2,974,1230,942,863,916,985,
Croatia,HRV,2020-08-02,961.4,1061,918,874,1106,1044,865,
Croatia,HRV,2020-08-09,957.6,954,1040,804,1022,1030,892,
Croatia,HRV,2020-08-16,937.2,924,1066,930,850,956,884,
Croatia,HRV,2020-08-23,904.2,920,827,951,876,939,928,
Croatia,HRV,2020-08-30,915,971,929,911,917,879,939,
Croatia,HRV,2020-09-06,886.4,930,911,897,875,918,831,
Croatia,HRV,2020-09-13,899.2,1000,909,903,862,929,893,
Croatia,HRV,2020-09-20,930.4,974,1057,876,918,926,875,
Croatia,HRV,2020-09-27,945,961,891,1008,969,913,944,
Croatia,HRV,2020-10-04,961.2,1064,927,958,965,1035,921,
Croatia,HRV,2020-10-11,973.8,970,914,1029,994,957,975,
Croatia,HRV,2020-10-18,945.8,1099,945,944,939,959,942,
Croatia,HRV,2020-10-25,957,1136,949,968,945,1004,919,
Croatia,HRV,2020-11-01,962.8,1158,953,971,1000,950,940,
Croatia,HRV,2020-11-08,975.6,1286,1004,1006,977,925,966,
Croatia,HRV,2020-11-15,981,1361,951,984,985,986,999,
Croatia,HRV,2020-11-22,956.2,1485,938,1007,940,981,915,
Croatia,HRV,2020-11-29,974.8,1484,955,975,1020,1009,915,
Croatia,HRV,2020-12-06,1011.6,1709,982,1067,1038,982,989,
Croatia,HRV,2020-12-13,1045.8,1757,953,1157,1028,1070,1021,
Croatia,HRV,2020-12-20,1048.2,1786,938,1188,989,1078,1048,
Croatia,HRV,2020-12-27,1105.4,1681,1033,1263,1093,1114,1024,
Croatia,HRV,2021-01-03,1105.4,1515,,,,,,
Cyprus,CYP,2020-01-05,130.8,152,126,113,155,127,133,167
Cyprus,CYP,2020-01-12,142.8,158,137,122,176,120,159,123
Cyprus,CYP,2020-01-19,137.2,164,155,122,151,103,155,136
Cyprus,CYP,2020-01-26,145.8,157,154,125,161,131,158,163
Cyprus,CYP,2020-02-02,146.8,168,145,136,160,139,154,143
Cyprus,CYP,2020-02-09,157.6,151,157,132,175,164,160,
Cyprus,CYP,2020-02-16,138,115,134,136,169,110,141,
Cyprus,CYP,2020-02-23,130.4,146,129,92,143,151,137,
Cyprus,CYP,2020-03-01,135.8,140,143,116,139,141,140,
Cyprus,CYP,2020-03-08,125,119,141,89,136,129,130,
Cyprus,CYP,2020-03-15,123.4,130,151,108,117,106,135,
Cyprus,CYP,2020-03-22,122.8,141,119,107,149,124,115,
Cyprus,CYP,2020-03-29,113,137,108,118,105,109,125,
Cyprus,CYP,2020-04-05,119.8,137,112,123,125,124,115,
Cyprus,CYP,2020-04-12,112.6,109,122,109,97,123,112,
Cyprus,CYP,2020-04-19,114.2,124,113,90,123,120,125,
Cyprus,CYP,2020-04-26,117.8,117,128,95,120,120,126,
Cyprus,CYP,2020-05-03,115.2,121,118,102,104,117,135,
Cyprus,CYP,2020-05-10,103,112,106,99,110,99,101,
Cyprus,CYP,2020-05-17,96.8,140,92,95,97,90,110,
Cyprus,CYP,2020-05-24,107.4,184,95,91,112,111,128,
Cyprus,CYP,2020-05-31,101.6,108,86,80,109,95,138,
Cyprus,CYP,2020-06-07,94.2,125,93,86,110,90,92,
Cyprus,CYP,2020-06-14,90.6,94,103,79,85,85,101,
Cyprus,CYP,2020-06-21,107.4,104,98,125,89,109,116,
Cyprus,CYP,2020-06-28,101.4,106,117,91,109,93,97,
Cyprus,CYP,2020-07-05,99.8,112,81,90,112,96,120,
Cyprus,CYP,2020-07-12,114,110,101,104,132,99,134,
Cyprus,CYP,2020-07-19,98.8,106,112,88,94,106,94,
Cyprus,CYP,2020-07-26,99.4,115,116,96,101,109,75,
Cyprus,CYP,2020-08-02,102.8,114,111,100,93,106,104,
Cyprus,CYP,2020-08-09,107,89,109,102,105,95,124,
Cyprus,CYP,2020-08-16,92,99,93,94,84,99,90,
Cyprus,CYP,2020-08-23,100.6,109,105,85,90,109,114,
Cyprus,CYP,2020-08-30,107.2,110,92,109,96,121,118,
Cyprus,CYP,2020-09-06,97,95,121,90,81,85,108,
Cyprus,CYP,2020-09-13,105.2,124,100,101,106,107,112,
Cyprus,CYP,2020-09-20,96,100,102,108,74,108,88,
Cyprus,CYP,2020-09-27,97.8,101,97,81,113,98,100,
Cyprus,CYP,2020-10-04,97.8,113,84,91,96,105,113,
Cyprus,CYP,2020-10-11,99.8,105,73,96,111,101,118,
Cyprus,CYP,2020-10-18,99.2,110,95,88,104,105,104,
Cyprus,CYP,2020-10-25,97.4,117,99,98,98,92,100,
Cyprus,CYP,2020-11-01,106.4,110,103,110,100,113,106,
Cyprus,CYP,2020-11-08,100.2,113,88,110,94,114,95,
Cyprus,CYP,2020-11-15,114.8,129,111,108,119,118,118,
Cyprus,CYP,2020-11-22,103.6,110,106,112,101,98,101,
Cyprus,CYP,2020-11-29,116.8,133,123,107,101,120,133,
Cyprus,CYP,2020-12-06,116,137,109,111,135,106,119,
Cyprus,CYP,2020-12-13,113.8,154,113,107,111,117,121,
Cyprus,CYP,2020-12-20,130.8,153,124,130,119,126,155,
Cyprus,CYP,2020-12-27,122.6,140,118,151,113,115,116,
Cyprus,CYP,2021-01-03,122.6,169,,,,,,
Czechia,CZE,2020-01-05,2365.4,2305,2378,2222,2763,2143,2321,3778
Czechia,CZE,2020-01-12,2342.6,2322,2432,2054,2811,2126,2290,3704
Czechia,CZE,2020-01-19,2389,2245,2396,2175,2833,2230,2311,3539
Czechia,CZE,2020-01-26,2386.2,2337,2499,2116,2761,2190,2365,3373
Czechia,CZE,2020-02-02,2405.6,2369,2580,2137,2598,2216,2497,3222
Czechia,CZE,2020-02-09,2466.4,2353,2598,2245,2640,2404,2445,3361
Czechia,CZE,2020-02-16,2499,2391,2732,2160,2492,2602,2509,3393
Czechia,CZE,2020-02-23,2501,2347,2684,2214,2357,2754,2496,
Czechia,CZE,2020-03-01,2465.8,2360,2609,2235,2353,2819,2313,
Czechia,CZE,2020-03-08,2411,2292,2357,2096,2225,2994,2383,
Czechia,CZE,2020-03-15,2330.8,2302,2291,2155,2164,2782,2262,
Czechia,CZE,2020-03-22,2265.8,2324,2273,2148,2103,2607,2198,
Czechia,CZE,2020-03-29,2199,2294,2222,2191,2075,2383,2124,
Czechia,CZE,2020-04-05,2161.8,2322,2209,2138,2069,2262,2131,
Czechia,CZE,2020-04-12,2116.4,2239,2111,2075,1994,2257,2145,
Czechia,CZE,2020-04-19,2066,2128,2183,1949,2043,2061,2094,
Czechia,CZE,2020-04-26,2110.2,2031,2193,2114,2051,2090,2103,
Czechia,CZE,2020-05-03,2027.4,2112,2041,1982,2041,2022,2051,
Czechia,CZE,2020-05-10,2022.8,1998,1988,2001,2074,1958,2093,
Czechia,CZE,2020-05-17,1981.6,2028,1983,1964,1974,1962,2025,
Czechia,CZE,2020-05-24,1986.6,1919,1993,2000,1932,2013,1995,
Czechia,CZE,2020-05-31,2038.4,1936,2029,2042,2033,1995,2093,
Czechia,CZE,2020-06-07,1956.4,2136,1995,1893,1836,2038,2020,
Czechia,CZE,2020-06-14,1957.4,1983,1886,1915,1978,1863,2145,
Czechia,CZE,2020-06-21,1948,2026,1761,1993,2042,1964,1980,
Czechia,CZE,2020-06-28,1961.2,2080,1890,1970,1939,1940,2067,
Czechia,CZE,2020-07-05,1982.8,2112,2050,1886,1953,1979,2046,
Czechia,CZE,2020-07-12,1988,1996,2139,1918,1886,2041,1956,
Czechia,CZE,2020-07-19,1993.8,1991,1943,1981,1972,2039,2034,
Czechia,CZE,2020-07-26,2029,2086,2109,1942,1770,2153,2171,
Czechia,CZE,2020-08-02,2035.8,2231,1886,1827,2077,2379,2010,
Czechia,CZE,2020-08-09,2019.8,2164,2156,1839,1959,2118,2027,
Czechia,CZE,2020-08-16,2056,2188,2521,1949,1861,1923,2026,
Czechia,CZE,2020-08-23,1962,2103,1813,2043,1939,2004,2011,
Czechia,CZE,2020-08-30,1956.4,2034,1963,1918,1848,1902,2151,
Czechia,CZE,2020-09-06,1958,2041,1989,1980,1920,1979,1922,
Czechia,CZE,2020-09-13,1960.2,2086,1922,1930,1991,2014,1944,
Czechia,CZE,2020-09-20,1987.8,2223,1961,1834,2058,2056,2030,
Czechia,CZE,2020-09-27,2018.2,2389,1915,1988,2125,1906,2157,
Czechia,CZE,2020-10-04,2101.8,2383,2007,1991,2235,2123,2153,
Czechia,CZE,2020-10-11,2109.4,2609,2035,2083,2156,2076,2197,
Czechia,CZE,2020-10-18,2072.8,2951,2080,2142,2029,2014,2099,
Czechia,CZE,2020-10-25,2079.4,3645,2098,2035,2101,2024,2139,
Czechia,CZE,2020-11-01,2056,4218,2016,1997,2053,2148,2066,
Czechia,CZE,2020-11-08,2036.8,4235,2020,1968,2040,2046,2110,
Czechia,CZE,2020-11-15,2087.2,3859,2023,2134,2057,1991,2231,
Czechia,CZE,2020-11-22,2088.8,3422,1975,2084,2071,2141,2173,
Czechia,CZE,2020-11-29,2089.8,3168,1979,2125,2116,2095,2134,
Czechia,CZE,2020-12-06,2118.6,3102,2019,2200,2102,2194,2078,
Czechia,CZE,2020-12-13,2160.2,3103,2048,2204,2187,2136,2226,
Czechia,CZE,2020-12-20,2222.8,3244,2009,2435,2119,2303,2248,
Czechia,CZE,2020-12-27,2248,3215,2029,2620,2201,2145,2245,
Czechia,CZE,2021-01-03,2248,3491,,,,,,
Denmark,DNK,2020-01-05,1121.4,1117,1127,1103,1113,1134,1130,1232
Denmark,DNK,2020-01-12,1115,1150,1108,1065,1111,1136,1155,1213
Denmark,DNK,2020-01-19,1102.4,1071,1093,1046,1099,1156,1118,1269
Denmark,DNK,2020-01-26,1100,1033,1068,1124,1104,1119,1085,1216
Denmark,DNK,2020-02-02,1149.2,1094,1086,1083,1211,1157,1209,1205
Denmark,DNK,2020-02-09,1138.8,1079,1118,1040,1100,1186,1250,1112
Denmark,DNK,2020-02-16,1167.4,1059,1106,1062,1228,1265,1176,1060
Denmark,DNK,2020-02-23,1156.2,1034,1131,1124,1156,1260,1110,968
Denmark,DNK,2020-03-01,1182.4,1025,1177,1143,1179,1323,1090,970
Denmark,DNK,2020-03-08,1169.6,1061,1210,1149,1101,1337,1051,1050
Denmark,DNK,2020-03-15,1158.2,1066,1184,1159,1132,1253,1063,
Denmark,DNK,2020-03-22,1122.2,1140,1086,1074,1126,1286,1039,
Denmark,DNK,2020-03-29,1085.2,1112,1093,1084,1041,1186,1022,
Denmark,DNK,2020-04-05,1055.6,1156,1044,1023,988,1138,1085,
Denmark,DNK,2020-04-12,1068.6,1143,1081,1071,1009,1164,1018,
Denmark,DNK,2020-04-19,1025.4,1078,1052,1010,967,1052,1046,
Denmark,DNK,2020-04-26,983.2,1086,934,985,974,1008,1015,
Denmark,DNK,2020-05-03,1034.8,1048,996,1042,1059,1010,1067,
Denmark,DNK,2020-05-10,1013.8,1027,978,1023,1015,1025,1028,
Denmark,DNK,2020-05-17,972.8,951,921,935,1022,1012,974,
Denmark,DNK,2020-05-24,968.2,994,974,975,969,953,970,
Denmark,DNK,2020-05-31,969.2,968,977,953,956,977,983,
Denmark,DNK,2020-06-07,971.4,962,959,913,985,1009,991,
Denmark,DNK,2020-06-14,974,1000,1017,920,1023,941,969,
Denmark,DNK,2020-06-21,969.8,948,913,983,980,958,1015,
Denmark,DNK,2020-06-28,929.8,984,897,897,938,915,1002,
Denmark,DNK,2020-07-05,942.6,996,942,924,905,1007,935,
Denmark,DNK,2020-07-12,942.8,957,951,898,941,971,953,
Denmark,DNK,2020-07-19,958,1026,917,971,931,994,977,
Denmark,DNK,2020-07-26,979.2,944,951,962,925,1091,967,
Denmark,DNK,2020-08-02,965.8,983,947,902,934,1084,962,
Denmark,DNK,2020-08-09,956.4,957,929,956,932,1029,936,
Denmark,DNK,2020-08-16,944.2,993,953,914,906,1017,931,
Denmark,DNK,2020-08-23,969.2,995,926,971,953,990,1006,
Denmark,DNK,2020-08-30,941,953,901,922,951,935,996,
Denmark,DNK,2020-09-06,942,985,879,955,918,975,983,
Denmark,DNK,2020-09-13,950.2,984,913,932,991,949,966,
Denmark,DNK,2020-09-20,965.2,1082,942,904,979,994,1007,
Denmark,DNK,2020-09-27,979,974,963,983,983,950,1016,
Denmark,DNK,2020-10-04,970.4,996,959,910,978,1033,972,
Denmark,DNK,2020-10-11,991.8,938,927,1022,985,992,1033,
Denmark,DNK,2020-10-18,982.8,1008,948,1040,970,958,998,
Denmark,DNK,2020-10-25,983.8,1096,997,989,934,973,1026,
Denmark,DNK,2020-11-01,986.6,979,993,1003,976,1007,954,
Denmark,DNK,2020-11-08,996.4,1026,971,1017,956,992,1046,
Denmark,DNK,2020-11-15,1018.2,1097,985,1045,1070,954,1037,
Denmark,DNK,2020-11-22,1019.2,1082,986,1046,1011,996,1057,
Denmark,DNK,2020-11-29,1041.8,1097,1083,1010,1027,994,1095,
Denmark,DNK,2020-12-06,1080.8,1105,1105,1043,1067,1085,1104,
Denmark,DNK,2020-12-13,1070.6,1095,1033,1067,1102,1044,1107,
Denmark,DNK,2020-12-20,1056,1273,1024,1060,1058,1096,1042,
Denmark,DNK,2020-12-27,1064.2,1212,994,1149,1134,1006,1038,
Denmark,DNK,2021-01-03,1064.2,1256,,,,,,
Ecuador,ECU,2020-01-05,1392.2,1364,1327,1241,1351,1502,1540,1979
Ecuador,ECU,2020-01-12,1392,1559,1234,1270,1426,1496,1534,2173
Ecuador,ECU,2020-01-19,1381,1510,1305,1250,1359,1492,1499,2304
Ecuador,ECU,2020-01-26,1370.6,1458,1176,1265,1303,1581,1528,2154
Ecuador,ECU,2020-02-02,1356.6,1357,1184,1339,1364,1418,1478,2187
Ecuador,ECU,2020-02-09,1389.2,1418,1208,1391,1423,1395,1529,2168
Ecuador,ECU,2020-02-16,1388.4,1497,1301,1264,1400,1502,1475,2194
Ecuador,ECU,2020-02-23,1385.6,1465,1272,1291,1473,1451,1441,2232
Ecuador,ECU,2020-03-01,1388.4,1530,1238,1327,1497,1413,1467,2147
Ecuador,ECU,2020-03-08,1454.8,1429,1332,1470,1527,1432,1513,2297
Ecuador,ECU,2020-03-15,1424.8,1461,1286,1434,1500,1399,1505,2436
Ecuador,ECU,2020-03-22,1374.8,1492,1231,1389,1491,1283,1480,
Ecuador,ECU,2020-03-29,1376.6,3708,1180,1466,1477,1330,1430,
Ecuador,ECU,2020-04-05,1403.6,7138,1330,1399,1441,1383,1465,
Ecuador,ECU,2020-04-12,1495.4,6316,1321,1987,1411,1369,1389,
Ecuador,ECU,2020-04-19,1352,4402,1253,1302,1454,1334,1417,
Ecuador,ECU,2020-04-26,1331.2,3411,1310,1259,1321,1316,1450,
Ecuador,ECU,2020-05-03,1356.6,2773,1287,1363,1363,1356,1414,
Ecuador,ECU,2020-05-10,1301.8,2560,1288,1238,1394,1274,1315,
Ecuador,ECU,2020-05-17,1343.8,2283,1335,1248,1352,1429,1355,
Ecuador,ECU,2020-05-24,1318.4,2112,1340,1260,1357,1286,1349,
Ecuador,ECU,2020-05-31,1327.8,2086,1366,1293,1362,1248,1370,
Ecuador,ECU,2020-06-07,1341,2056,1345,1276,1364,1370,1350,
Ecuador,ECU,2020-06-14,1311,2153,1238,1242,1344,1357,1374,
Ecuador,ECU,2020-06-21,1331,2109,1322,1333,1306,1309,1385,
Ecuador,ECU,2020-06-28,1333.2,2122,1318,1241,1342,1388,1377,
Ecuador,ECU,2020-07-05,1339.4,2217,1291,1237,1313,1415,1441,
Ecuador,ECU,2020-07-12,1304.8,2413,1243,1226,1379,1368,1308,
Ecuador,ECU,2020-07-19,1317.6,2520,1285,1258,1317,1324,1404,
Ecuador,ECU,2020-07-26,1284.2,2539,1213,1248,1312,1283,1365,
Ecuador,ECU,2020-08-02,1322.6,2527,1236,1243,1386,1376,1372,
Ecuador,ECU,2020-08-09,1313.4,2453,1235,1308,1262,1355,1407,
Ecuador,ECU,2020-08-16,1328.2,2360,1221,1238,1306,1440,1436,
Ecuador,ECU,2020-08-23,1291.6,2180,1252,1267,1222,1318,1399,
Ecuador,ECU,2020-08-30,1356,2061,1252,1346,1294,1444,1444,
Ecuador,ECU,2020-09-06,1307.6,2048,1209,1213,1258,1361,1497,
Ecuador,ECU,2020-09-13,1291.6,1924,1166,1245,1227,1373,1447,
Ecuador,ECU,2020-09-20,1286.6,1863,1196,1280,1259,1296,1402,
Ecuador,ECU,2020-09-27,1294,1757,1240,1250,1230,1352,1398,
Ecuador,ECU,2020-10-04,1319.8,1682,1252,1309,1310,1403,1325,
Ecuador,ECU,2020-10-11,1284.2,1799,1234,1303,1220,1315,1349,
Ecuador,ECU,2020-10-18,1288.4,1700,1226,1226,1293,1326,1371,
Ecuador,ECU,2020-10-25,1290,1746,1278,1270,1285,1311,1306,
Ecuador,ECU,2020-11-01,1321.4,1667,1210,1282,1319,1370,1426,
Ecuador,ECU,2020-11-08,1346.2,1657,1201,1395,1309,1394,1432,
Ecuador,ECU,2020-11-15,1308.2,1744,1229,1303,1288,1337,1384,
Ecuador,ECU,2020-11-22,1293.6,1797,1180,1242,1261,1344,1441,
Ecuador,ECU,2020-11-29,1298.6,1696,1224,1232,1325,1331,1381,
Ecuador,ECU,2020-12-06,1320.4,1774,1248,1295,1329,1380,1350,
Ecuador,ECU,2020-12-13,1342.6,1642,1260,1267,1260,1447,1479,
Ecuador,ECU,2020-12-20,1363.8,1762,1257,1370,1341,1492,1359,
Ecuador,ECU,2020-12-27,1331.8,1757,1242,1447,1342,1501,1127,
Ecuador,ECU,2021-01-03,1331.8,1888,,,,,,
Egypt,EGY,2020-01-31,58566.8,57000,59713,58640,58898,54283,61300,
Egypt,EGY,2020-02-29,48197.2,49779,47678,49103,47982,46845,49378,
Egypt,EGY,2020-03-31,46260.4,48400,46524,44270,45686,47022,47800,
Egypt,EGY,2020-04-30,42383.2,42228,41648,41935,41655,43399,43279,
Egypt,EGY,2020-05-31,43608.4,56380,42771,43144,42754,44473,44900,
